Marca,Modelo,Versión
BMW,X3,sDrive 20iA 5PTS 2.0L 4CIL 184HP AUT TURBO
BMW,X3,xDRIVE 28iA 4X4 5PTAS 2.0L 4CIL 245HP TURBO AUT
BMW,X3,xDrive 28iA 5PTS 2.0L 4CIL 245HP AUT TURBO
BMW,X3,xDrive 28iA 5PTS 3.0L 6CIL 258HP AUT
BMW,X3,xDRIVE 28iA 5PTS 3.0L 6CIL 258HP AUT STEPTRONIC
BMW,X3,xDrive 35i 5PTS 3.0L 6CIL 306HP MAN TURBO
BMW,X3,xDRIVE 35iA 4X4 5PTAS 3.0L 6CIL 306HP TURBO AUT
BMW,X3,xDRIVE 35iA 5PTS 3.0L 6CIL 306HP AUT STEPTRONIC
BMW,X3,xDrive 35iA 5PTS 3.0L 6CIL 306HP AUT TURBO
BMW,X4,M40iA 4X4 5PTAS 3.0L 6CIL 360HP BITURBO AUT
BMW,X4,M40iA 5PTS 3.0L 6CIL 360HP AUT TURBO
BMW,X4,XDRIVE 20iA 4X4 5PTAS 2.0L 4CIL 184HP TURBO AUT
BMW,X4,xDRIVE 28iA 4X4 5PTAS 2.0L 4CIL 245HP TURBO AUT
BMW,X4,xDrive 28iA 5PTS 2.0L 4CIL 245HP AUT TURBO
BMW,X4,XDRIVE 35iA 4X4 5PTAS 3.0L 6CIL 306HP BITURBO AUT
BMW,X4,xDrive 35iA 5PTS 3.0L 6CIL 306HP AUT TURBO
BMW,X5,4X4 5PTAS 4.4L 8CIL 575HP BITURBO AUT
BMW,X5,M 4X4 5PTAS 4.4L 8CIL 575HP AUT BITURBO
BMW,X5,M 5PTS 4.4L 8CIL 555HP AUT BITURBO
BMW,X5,xDRIVE 35iA 5PTAS 3.0L 6CIL 306HP TURBO AUT
BMW,X5,xDRIVE 35iA 5PTS 3.0L 6CIL 306HP AUT STEPTRONIC
BMW,X5,xDrive 35iA 5PTS 3.0L 6CIL 306HP AUT TURBO
BMW,X5,xDRIVE 50iA 5PTAS 4.4L 8CIL 407HP TURBO AUT
BMW,X5,xDRIVE 50iA 5PTAS 4.4L 8CIL 450HP TURBO AUT
BMW,X5,xDrive 50iA 5PTS 4.4L 8CIL 407HP AUT BITURBO
BMW,X5,xDRIVE 50iA 5PTS 4.4L 8CIL 407HP AUT STEPTRONIC
BMW,X5,xDrive 50iA 5PTS 4.4L 8CIL 450HP AUT BITURBO
BMW,X5,xDrive 50iA SECURITY 5PTS 4.4L 8CIL 407HP AUT BITURBO
BMW,X5,xDRIVE 50iA SECURITY 5PTS 4.4L 8CIL 407HP AUT STEPTRONIC
BMW,X5,xDRIVE35iA 5PTS 3.0L 6CIL 306HP AUT TURBO
BMW,X5,xDRIVE40e HIBRIDO 4X4 2.0L 4CIL 245(+68)HP AUT BITURBO
BMW,X5,xDRIVE50iA 5PTS 4.4L 8CIL 407HP AUT BITURBO
BMW,X5,xDRIVE50iA SECURITY 5PTS 4.4L 8CIL 407HP AUT BITURBO
BMW,X5 M,M 5PTS 4.4L 8CIL 555HP AUT STEPTRONIC BITURBO
BMW,X6,5PTAS 4.4L 8CIL 575HP BITURBO AUT
BMW,X6,M 4X4 5PTAS 4.4L 8CIL 575HP AUT BITURBO
BMW,X6,M 5PTS 4.4L 8CIL 555HP AUT BITURBO
BMW,X6,xDRIVE 35iA 5PTAS 3.0L 6CIL 306HP TURBO AUT
BMW,X6,xDrive 35iA 5PTS 3.0L 6CIL 306HP AUT TURBO
BMW,X6,xDRIVE 50iA 5PTAS 4.4L 8CIL 450HP TURBO AUT
BMW,X6,xDrive 50iA 5PTS 4.4L 8CIL 407HP AUT BITURBO
BMW,X6,xDRIVE 50iA 5PTS 4.4L 8CIL 407HP AUT TURBO
BMW,X6,xDrive 50iA 5PTS 4.4L 8CIL 450HP AUT BITURBO
BMW,X6,xDRIVE35iA 5PTS 3.0L 6CIL 306HP AUT TURBO
BMW,X6,xDRIVE50iA 5PTS 4.4L 8CIL 407HP AUT BITURBO
BMW,X6 M,M 5PTS 4.4L 8CIL 555HP AUT STEPTRONIC BITURBO
BMW,Z4,sDrive 18iA 2PTS 2.0L 4CIL 156HP AUT TURBO
BMW,Z4,sDrive 20iA 2PTS 2.0L 4CIL 184HP AUT TURBO
BMW,Z4,sDRIVE 23i 2PTS 2.5L 6CIL 204HP MAN
BMW,Z4,sDRIVE 23iA 2PTS 2.5L 6CIL 204HP AUT
BMW,Z4,sDRIVE 35i 2PTS 3.0L 6CIL 306HP MAN TURBO
BMW,Z4,sDrive 35iA 2PTS 3.0L 6CIL 306HP AUT BITURBO
BMW,Z4,sDRIVE 35iA 2PTS 3.0L 6CIL 306HP AUT TURBO
BMW,Z4,sDrive 35is 2PTS 3.0L 6CIL 340HP AUT BITURBO
BMW,Z4,sDrive20i 2PTS 2.0L 4CIL 184HP MAN TURBO
BMW,Z4,sDrive20iA 2PTS 2.0L 4CIL 184HP AUT TURBO
BMW,Z4,sDrive35i 2PTS 3.0L 6CIL 306HP MAN BITURBO
BMW,Z4,sDrive35iA 2PTS 3.0L 6CIL 306HP AUT BITURBO
BUICK,ENCLAVE,AWD 5PTAS 3.6L 6CIL 288HP AUT
BUICK,ENCLAVE,AWD 5PTS 3.6L 6CIL 288HP AUT
BUICK,ENCORE,5PTAS 1.4L 4CIL 138HP AUT TURBO
BUICK,ENCORE,5PTS 1.4L 4CIL 138HP AUT TURBO
BUICK,ENCORE,FWD 5PTS 1.4L 4CIL 138HP AUT TURBO
BUICK,ENVISION,AWD 5PTAS 2.0L 4CIL 252HP AUT TURBO
BUICK,LACROSSE,4PTS 3.6L 6CIL 318HP AUT
BUICK,LACROSSE,FWD 4PTS 3.6L 6CIL 280HP AUT
BUICK,LACROSSE,FWD 4PTS 3.6L 6CIL 304HP AUT
BUICK,REGAL,4PTS 2.0L 4CIL 220HP AUT TURBO
BUICK,REGAL,4PTS 2.0L 4CIL 260HP AUT TURBO
BUICK,REGAL,FWD 4PTS 2.0L 4CIL 260HP AUT TURBO
BUICK,REGAL,SEDAN 4PTAS 2.0L 4CIL 260HP AUT TURBO
BUICK,VERANO,4PTS 2.0L 4CIL 250HP AUT
BUICK,VERANO,4PTS 2.0L 4CIL 250HP AUT TURBO
BUICK,VERANO,4PTS 2.4L 4CIL 180HP AUT
BUICK,VERANO,FWD 4PTS 2.0L 4CIL 250HP AUT TURBO
BUICK,VERANO,FWD 4PTS 2.4L 4CIL 180HP AUT
CADILLAC,ATS,4PTS 2.0L 4CIL 272HP AUT TURBO
CADILLAC,ATS,COUPE 2PTAS 2L 4CIL 272HP AUT
CADILLAC,ATS,COUPE RWD 2PTAS 2.0L 4CIL 272HP AUT TURBO
CADILLAC,ATS,COUPE RWD 2PTS 2.0L 4CIL 272HP AUT
CADILLAC,ATS,COUPE V RWD 2PTAS 3.6L 6CIL 455HP AUT TURBO
CADILLAC,ATS,SEDAN 4PTAS 2L 4CIL 272HP AUT
CADILLAC,ATS,SEDAN RWD 4PTAS 2.0L 4CIL 272HP AUT TURBO
CADILLAC,ATS,SEDAN RWD 4PTS 2.0L 4CIL 272HP AUT
CADILLAC,ATS,SEDAN V RWD 4PTAS 3.6L 6CIL 455HP AUT TURBO
CADILLAC,ATS,SPORT 4PTS 2.0L 4CIL 272HP AUT TURBO
CADILLAC,ATS,V COUPE RWD 2PTS 3.6L 6CIL 455HP AUT TURBO
CADILLAC,ATS,V SEDAN 4PTAS 3.6L 6CIL 455HP AUT
CADILLAC,ATS,V SEDAN RWD 2PTS 3.6L 6CIL 455HP AUT TURBO
CADILLAC,CTS,2/4PTS 6.2L 8CIL 556HP AUT
CADILLAC,CTS,2PTS 3.6L 6CIL 304HP AUT
CADILLAC,CTS,4PTS 3.0L 6CIL 270HP AUT
CADILLAC,CTS,4PTS 3.6L 6CIL 304HP AUT
CADILLAC,CTS,4PTS 3.6L 6CIL 318HP AUT
CADILLAC,CTS,COUPE 2PTS 3.6L 6CIL 318HP AUT
CADILLAC,CTS,LUXURY 4PTAS 2L 4CIL 272HP AUT
CADILLAC,CTS,PREMIUM 4PTAS 3.5L 6CIL 335HP AUT
CADILLAC,CTS,RWD COUPÉ 2PTS 6.2L 8CIL 556HP AUT
CADILLAC,CTS,RWD SEDAN 4PTS 6.2L 8CIL 556HP AUT
CADILLAC,CTS,SEDAN 4PTS 3.6L 6CIL 318HP AUT
CADILLAC,CTS,SEDAN RWD 4PTAS 2.0L 4CIL 272HP AUT TURBO
CADILLAC,CTS,SEDAN RWD 4PTAS 3.6L 6CIL 335HP AUT
CADILLAC,CTS,SEDAN RWD 4PTS 2.0L 4CIL 272HP AUT
CADILLAC,CTS,SEDAN RWD 4PTS 3.6L 6CIL 335HP AUT
CADILLAC,CTS,SEDAN V RWD 4PTAS 6.2L 8CIL 640HP AUT SUPERCARGADO
CADILLAC,CTS,SPORT 4PTS 3.0L 6CIL 270HP AUT
CADILLAC,CTS,SPORT 4PTS 3.6L 6CIL 318HP AUT
CADILLAC,CTS,V COUPE 2PTS 6.2L 8CIL 556HP SUPERCARGADO
CADILLAC,CTS,V COUPE 2PTS 6.2L 8CIL 556HP TURBO
CADILLAC,CTS,V SEDAN 4PTAS 6.2L 8CIL 640HP AUT
CADILLAC,CTS,V SEDAN 4PTS 6.2L 8CIL 556HP SUPERCARGADO
CADILLAC,CTS,V SEDAN 4PTS 6.2L 8CIL 556HP TURBO
CADILLAC,CTS,V SEDAN RWD 4PTS 6.2L 8CIL 640HP AUT SUPER CARGADO
CADILLAC,ESCALADE,AWD 5PTS 6.2L 8CIL 403HP AUT
CADILLAC,ESCALADE,ESV 4WD 5PTS 6.2L 8CIL 425HP AUT
CADILLAC,ESCALADE,ESV 4X4 5PTS 6.2L 8CIL 420HP AUT
CADILLAC,ESCALADE,ESV AWD 4PTS 6.2L 8CIL 403HP AUT
CADILLAC,ESCALADE,ESV AWD 5PTS 6.2L 8CIL 403HP AUT
CADILLAC,ESCALADE,EXT AWD 4PTS 6.2L 8CIL 403HP AUT
CADILLAC,ESCALADE,PLATINUM AWD 5PTS 6.2L 8CIL 403HP AUT
CADILLAC,ESCALADE,SUV 4WD 5PTS 6.2L 8CIL 425HP AUT
CADILLAC,ESCALADE,SUV 4X4 5PTS 6.2L 8CIL 420HP AUT
CADILLAC,ESCALADE,SUV AWD 4PTS 6.2L 8CIL 403HP AUT
CADILLAC,ESCALADE,SUV AWD 5PTS
CADILLAC,ESCALADE ESV,ESV AWD 5PTAS 6.2L 8CIL 425HP AUT
CADILLAC,ESCALADE SUV,SUV AWD 5PTAS 6.2L 8CIL 425HP AUT
CADILLAC,SRX,5PTS 3.0L 6CIL 265HP AUT
CADILLAC,SRX,5PTS 3.6L 6CIL 308HP AUT
CADILLAC,SRX,AWD 5PTS 3.0L 6CIL 265HP AUT
CADILLAC,SRX,AWD 5PTS 3.6L 6CIL 308HP AUT
CADILLAC,SRX,LUXURY 5PTS 3.6L 6CIL 308HP AUT
CADILLAC,SRX,PREMIUM 5PTS 3.6L 6CIL 308HP AUT
CADILLAC,V COUPE,V COUPE 2PTAS 3.6L 6CIL 455HP AUT
CADILLAC,XT5,AWD 5PTAS 3.6L 6CIL 310HP AUT
CADILLAC,XT5,FWD 5PTAS 3.6L 6CIL 310HP AUT
CHEVROLET,AVEO,4PTS 1.6L 4CIL 103HP AUT
CHEVROLET,AVEO,4PTS 1.6L 4CIL 103HP MAN
CHEVROLET,AVEO,LS 4PTAS 1.6L 4CIL 103HP AUT
CHEVROLET,AVEO,LS 4PTAS 1.6L 4CIL 103HP MAN
CHEVROLET,AVEO,LS 4PTS 1.6L 4CIL 103HP AUT
CHEVROLET,AVEO,LS 4PTS 1.6L 4CIL 103HP MAN
CHEVROLET,AVEO,LS Aa 4PTS 1.6L 4CIL 103HP MAN
CHEVROLET,AVEO,LT 4PTAS 1.6L 4CIL 103HP AUT
CHEVROLET,AVEO,LT 4PTAS 1.6L 4CIL 103HP MAN
CHEVROLET,AVEO,LT 4PTS 1.6L 4CIL 103HP AUT
CHEVROLET,AVEO,LT 4PTS 1.6L 4CIL 103HP MAN
CHEVROLET,AVEO,LTZ 4PTAS 1.6L 4CIL 103HP AUT
CHEVROLET,AVEO,LTZ 4PTS 1.6L 4CIL 103HP AUT
CHEVROLET,AVEO,LTZ 4PTS 1.6L 4CIL 103HP MAN
CHEVROLET,BEAT,LS 5PTS 1.2L 4CIL 81HP MAN
CHEVROLET,BEAT,LT 5PTS 1.2L 4CIL 81HP MAN
CHEVROLET,BEAT,LTZ 5PTS 1.2L 4CIL 81HP MAN
CHEVROLET,CAMARO,2PTAS 6.2L 8CIL 650HP AUT SUPERCARGADO
CHEVROLET,CAMARO,2PTS 3.6L 6CIL 312HP AUT
CHEVROLET,CAMARO,2PTS 6.2L 8CIL 400HP AUT
CHEVROLET,CAMARO,2PTS 6.2L 8CIL 426HP MAN
CHEVROLET,CAMARO,CONVERTIBLE 2PTS 6.2L 8CIL 400HP AUT
CHEVROLET,CAMARO,COUPE 2PTAS 2.0L 4CIL 272HP TURBO
CHEVROLET,CAMARO,COUPE 2PTS 3.6L 6CIL 323HP AUT
CHEVROLET,CAMARO,COUPE 2PTS 6.2L 8CIL 400HP AUT
CHEVROLET,CAMARO,COUPE 2PTS 6.2L 8CIL 426HP MAN
CHEVROLET,CAMARO,COUPE 2PTS 6.2L 8CIL 455HP
CHEVROLET,CAMARO,LS 2PTAS 2L 4CIL 272HP MAN
CHEVROLET,CAMARO,LT 2PTAS 3.6L 6CIL 335HP AUT
CHEVROLET,CAMARO,LT 2PTS 3.6L 6CIL 312HP AUT
CHEVROLET,CAMARO,LT COUPE 2PTAS 2.0L 4CIL 272HP MAN TURBO
CHEVROLET,CAMARO,LT COUPE 2PTS 3.6L 6CIL 312HP AUT
CHEVROLET,CAMARO,LT COUPE 2PTS 3.6L 6CIL 312HP MAN
CHEVROLET,CAMARO,RS SE 2PTAS 3.6L 6CIL 335HP AUT
CHEVROLET,CAMARO,RS-V6 COUPE 2PTAS 3.6L 6CIL 335HP AUT
CHEVROLET,CAMARO,SS 2PTAS 6.2L 8CIL 455HP AUT
CHEVROLET,CAMARO,SS 2PTS 6.2L 8CIL 426HP MAN
CHEVROLET,CAMARO,SS CONVERTIBLE 2PTS 6.2L 8CIL 400HP AUT
CHEVROLET,CAMARO,SS COUPE 2PTS 6.2L 8CIL 400HP AUT
CHEVROLET,CAMARO,SS COUPE 2PTS 6.2L 8CIL 400HP MAN
CHEVROLET,CAMARO,SS COUPE 2PTS 6.2L 8CIL 426HP AUT
CHEVROLET,CAMARO,SS COUPE 2PTS 6.2L 8CIL 426HP MAN
CHEVROLET,CAMARO,SS-8 COUPE 2PTAS 6.2L 8CIL 455HP AUT
CHEVROLET,CAMARO,ZL1 CONVERTIBLE 2PTAS 6.2L 8CIL 650HP SUPERCARGADO AUT
CHEVROLET,CAMARO,ZL1 CONVERTIBLE 2PTS 6.2L 8CIL 580HP AUT
CHEVROLET,CAMARO,ZL1 COUPE 2PTAS 6.2L 8CIL 650HP AUT
CHEVROLET,CAMARO,ZL1 COUPE 2PTS 6.2L 8CIL 580HP AUT
CHEVROLET,CAMARO,ZL1 COUPE 2PTS 6.2L 8CIL 580HP MAN
CHEVROLET,CAPTIVA,AWD SPORT 5PTS 3.0L 6CIL 264HP AUT
CHEVROLET,CAPTIVA,SPORT 5PTS 2.4L 4CIL 182HP AUT
CHEVROLET,CAPTIVA,SPORT 5PTS 3.0L 6CIL 264HP AUT
CHEVROLET,CAPTIVA SPORT,5PTS 2.4L 4CIL 169HP AUT
CHEVROLET,CAPTIVA SPORT,5PTS 2.4L 4CIL 182HP AUT
CHEVROLET,CAPTIVA SPORT,5PTS 3.0L 6CIL 264HP AUT
CHEVROLET,CAPTIVA SPORT,5PTS 3.6L 6CIL 257HP AUT
CHEVROLET,CAVALIER,LT 4PTAS 1.5L 4CIL 107HP AUT
CHEVROLET,CAVALIER,PREMIER 4PTAS 1.5L 4CIL 107HP AUT
CHEVROLET,CHEVY,3PTS 1.6L 4CIL 100HP AUT
CHEVROLET,CHEVY,3PTS 1.6L 4CIL 100HP MAN
CHEVROLET,CHEVY,4PTS 1.6L 4CIL 100HP AUT
CHEVROLET,CHEVY,4PTS 1.6L 4CIL 100HP MAN
CHEVROLET,CHEVY,5PTS 1.6L 4CIL 100HP AUT
CHEVROLET,CHEVY,5PTS 1.6L 4CIL 100HP MAN
CHEVROLET,CHEVY,HATCHBACK 3PTS 1.6L 4CIL 100HP AUT
CHEVROLET,CHEVY,HATCHBACK 3PTS 1.6L 4CIL 100HP MAN
CHEVROLET,CHEVY,SEDAN 4PTS 1.6L 4CIL 100HP AUT
CHEVROLET,CHEVY,SEDAN 4PTS 1.6L 4CIL 100HP MAN
CHEVROLET,CORVETTE,2PTS 6.2L 8CIL 430HP AUT
CHEVROLET,CORVETTE,2PTS 6.2L 8CIL 430HP MAN
CHEVROLET,CORVETTE,2PTS 6.2L 8CIL 455HP AUT
CHEVROLET,CORVETTE,2PTS 6.2L 8CIL 455HP MAN
CHEVROLET,CORVETTE,CONVERTIBLE 2PTS 6.2L 8CIL 430HP AUT
CHEVROLET,CORVETTE,CONVERTIBLE 2PTS 6.2L 8CIL 430HP MAN
CHEVROLET,CORVETTE,CONVERTIBLE 2PTS 6.2L 8CIL 455HP AUT
CHEVROLET,CORVETTE,CONVERTIBLE 2PTS 6.2L 8CIL 455HP MAN
CHEVROLET,CORVETTE,COUPE 2PTS 6.2L 8CIL 430HP AUT
CHEVROLET,CORVETTE,COUPE 2PTS 6.2L 8CIL 430HP MAN
CHEVROLET,CORVETTE,COUPE 2PTS 6.2L 8CIL 455HP AUT
CHEVROLET,CORVETTE,COUPE 2PTS 6.2L 8CIL 455HP MAN
CHEVROLET,CORVETTE,COUPE RWD 2PTS 6.2L 8CIL 455HP AUT
CHEVROLET,CORVETTE,COUPE RWD 2PTS 6.2L 8CIL 625HP AUT SUPER CARGADO
CHEVROLET,CORVETTE,COUPE Z06 2PTAS 6.2L 8CIL 625HP AUT SUPER CARGADO
CHEVROLET,CORVETTE,COUPE Z51 2PTAS 6.2L 8CIL 455HP AUT
CHEVROLET,CORVETTE,STINGRAY 2PTAS 6.2L 8CIL 455HP AUT
CHEVROLET,CORVETTE,Z06 2PTAS 6.2L 8CIL 625HP AUT
CHEVROLET,CORVETTE,ZR1 2PTS 6.2L 8CIL 638HP MAN
CHEVROLET,CRUZE,4PTS 1.4L 4CIL 138HP AUT TURBO
CHEVROLET,CRUZE,4PTS 1.4L 4CIL 138HP MAN TURBO
CHEVROLET,CRUZE,4PTS 1.8L 4CIL 138HP AUT
CHEVROLET,CRUZE,4PTS 1.8L 4CIL 138HP MAN
CHEVROLET,CRUZE,4PTS 1.8L 4CIL 139HP AUT
CHEVROLET,CRUZE,4PTS 1.8L 4CIL 139HP MAN
CHEVROLET,CRUZE,LS 4PTAS 1.4L 4CIL 148HP AUT TURBO
CHEVROLET,CRUZE,LS 4PTAS 1.4L 4CIL 148HP MAN TURBO
CHEVROLET,CRUZE,LS 4PTAS 1.4L 4CIL 148HP TURBO AUT
CHEVROLET,CRUZE,LS 4PTAS 1.4L 4CIL 148HP TURBO MAN
CHEVROLET,CRUZE,LS 4PTS 1.8L 4CIL 138HP AUT
CHEVROLET,CRUZE,LS 4PTS 1.8L 4CIL 138HP MAN
CHEVROLET,CRUZE,LT 4PTAS 1.4L 4CIL 148HP AUT TURBO
CHEVROLET,CRUZE,LT 4PTAS 1.4L 4CIL 148HP TURBO AUT
CHEVROLET,CRUZE,LT 4PTS 1.8L 4CIL 138HP AUT
CHEVROLET,CRUZE,LTZ 4PTS 1.4L 4CIL 138HP AUT TURBO
CHEVROLET,CRUZE,PPREMIER 4PTAS 1.4L 4CIL 148HP AUT TURBO
CHEVROLET,CRUZE,PREMIER 4PTAS 1.4L 4CIL 148HP TURBO AUT
CHEVROLET,EQUINOX,LS 4PTS 2.4L 4CIL 170HP AUT
CHEVROLET,EQUINOX,LS 5PTAS 2.4L 4CIL 182HP AUT
CHEVROLET,EQUINOX,LS 5PTS 2.4L 4CIL 182HP AUT
CHEVROLET,EQUINOX,LT 4PTS 2.4L 4CIL 170HP AUT
CHEVROLET,EQUINOX,LT 5PTAS 2.4L 4CIL 182HP AUT
CHEVROLET,EQUINOX,LT 5PTS 2.4L 4CIL 182HP AUT
CHEVROLET,EQUINOX,LTZ 5PTS 2.4L 4CIL 182HP AUT
CHEVROLET,EQUINOX,PREMIER 5PTAS 2.4L 4CIL 182HP AUT
CHEVROLET,EQUINOX,PREMIER PLUS 4PTS 2.4L 4CIL 170HP AUT
CHEVROLET,EXPRESS,CARGO VAN 4PTS 4.3L 6CIL 195HP AUT
CHEVROLET,EXPRESS,CARGO VAN 5PTS 4.3L 6CIL 195HP AUT
CHEVROLET,EXPRESS,PASSENGER VAN 3PTS 5.3L 8CIL 301HP AUT
CHEVROLET,EXPRESS,PASSENGER VAN 6PTS 5.3L 8CIL 310HP AUT
CHEVROLET,MALIBU,4PTS 1.5L 4CIL 160HP AUT TURBO
CHEVROLET,MALIBU,4PTS 2.0L 4CIL 260HP AUT TURBO
CHEVROLET,MALIBU,4PTS 2.4L 4CIL 170HP AUT
CHEVROLET,MALIBU,4PTS 3.6L 6CIL 252HP AUT
CHEVROLET,MALIBU,LS 4PTAS 1.5L 4CIL 160HP AUT TURBO
CHEVROLET,MALIBU,LS 4PTS 2.5L 4CIL 196HP AUT
CHEVROLET,MALIBU,LS 4PTS 2.5L 4CIL 197HP AUT
CHEVROLET,MALIBU,LT 4PTAS 1.5L 4CIL 16HP AUT TURBO
CHEVROLET,MALIBU,LT 4PTAS 2.0L 4CIL 260HP AUT TURBO
CHEVROLET,MALIBU,LT 4PTS 2.0L 4CIL 259HP AUT TURBO
CHEVROLET,MALIBU,LT 4PTS 2.5L 4CIL 196HP AUT
CHEVROLET,MALIBU,LT 4PTS 2.5L 4CIL 196HP AUT Piel
CHEVROLET,MALIBU,LT 4PTS 2.5L 4CIL 196HP AUT Tela
CHEVROLET,MALIBU,LT 4PTS 2.5L 4CIL 197HP AUT
CHEVROLET,MALIBU,LTZ 4PTS 2.0L 4CIL 259HP AUT TURBO
CHEVROLET,MALIBU,PREMIER 4PTAS 2.0L 4CIL 260HP AUT TURBO
CHEVROLET,MATIZ,5PTS 1.0L 4CIL 64HP MAN
CHEVROLET,SONIC,4PTS 1.6L 4CIL 112HP AUT
CHEVROLET,SONIC,HATCHBACK 4PTAS 1.6L 4CIL 114HP AUT
CHEVROLET,SONIC,HATCHBACK 4PTAS 1.6L 4CIL 114HP MAN
CHEVROLET,SONIC,HATCHBACK 5PTS 1.6L 4CIL 112HP AUT
CHEVROLET,SONIC,LS 4PTAS 1.6L 4CIL 114HP MAN
CHEVROLET,SONIC,LS SEDAN 4PTS 1.6L 4CIL 115HP MAN
CHEVROLET,SONIC,LT 4PTAS 1.6L 4CIL 114HP AUT
CHEVROLET,SONIC,LT 4PTAS 1.6L 4CIL 114HP MAN
CHEVROLET,SONIC,LT HATCHBACK 5PTS 1.6L 4CIL 115 HP AUT
CHEVROLET,SONIC,LT HATCHBACK 5PTS 1.6L 4CIL 115 HP MAN
CHEVROLET,SONIC,LT SEDAN 4PTS 1.6L 4CIL 115HP AUT
CHEVROLET,SONIC,LT SEDAN 4PTS 1.6L 4CIL 115HP MAN
CHEVROLET,SONIC,LTZ SEDAN 4PTS 1.6L 4CIL 115HP AUT
CHEVROLET,SONIC,PREMIER 4PTAS 1.6L 4CIL 114HP AUT
CHEVROLET,SONIC,RS 5PTS 1.4L 4CIL 138HP MAN TURBO
CHEVROLET,SONIC,SEDAN 4PTS 1.6L 4CIL 112HP AUT
CHEVROLET,SONIC,SEDAN 4PTS 1.6L 4CIL 112HP MAN
CHEVROLET,SONIC,SEDAN LS 4PTS 1.6L 4CIL 112HP MAN
CHEVROLET,SONIC,SEDAN LT 4PTS 1.6L 4CIL 112HP AUT
CHEVROLET,SONIC,SEDAN LT 4PTS 1.6L 4CIL 112HP MAN
CHEVROLET,SONIC,SEDAN LTZ 4PTS 1.6L 4CIL 112HP AUT
CHEVROLET,SPARK,5PTS 1.2L 4CIL 81HP MAN
CHEVROLET,SPARK,ACRTIV 5PTAS 1.4L 4CIL 98HP MAN
CHEVROLET,SPARK,ACTIV 5PTAS 1.4L 4CIL 98HP MAN
CHEVROLET,SPARK,CLASSIC LS 5PTAS 1.2L 4CIL 81HP MAN
CHEVROLET,SPARK,CLASSIC LS 5PTS 1.2L 4CIL 81HP MAN
CHEVROLET,SPARK,CLASSIC LT 5PTAS 1.2L 4CIL 81HP MAN
CHEVROLET,SPARK,CLASSIC LT 5PTS 1.2L 4CIL 81HP MAN
CHEVROLET,SPARK,CLASSIC LTZ 5PTAS 1.2L 4CIL 81HP MAN
CHEVROLET,SPARK,CLASSIC LTZ 5PTS 1.2L 4CIL 81HP MAN
CHEVROLET,SPARK,LT 5PTAS 1.4L 4CIL 98HP CVT CVT
CHEVROLET,SPARK,LT 5PTAS 1.4L 4CIL 98HP MAN
CHEVROLET,SPARK,LT 5PTS 1.4L 4CIL 98HP MAN
CHEVROLET,SPARK,LTZ 5PTAS 1.4L 4CIL 98HP CVT CVT
CHEVROLET,SPARK,LTZ 5PTAS 1.4L 4CIL 98HP MAN
CHEVROLET,SPARK,LTZ 5PTS 1.4L 4CIL 98HP MAN
CHEVROLET,SPARK,NG 5PTAS 1.4L 4CIL 84HP MAN
CHEVROLET,SPARK,NG 5PTAS 1.4L 4CIL 98HP CVT
CHEVROLET,SUBURBAN,2WD 5PTS 5.3L 8CIL 355HP AUT (R18)
CHEVROLET,SUBURBAN,2WD 5PTS 5.3L 8CIL 355HP AUT (R20)
CHEVROLET,SUBURBAN,4WD 5PTS 5.3L 8CIL 355HP AUT
CHEVROLET,SUBURBAN,4X2 5PTS 5.3L 8CIL 320HP AUT
CHEVROLET,SUBURBAN,4X4 5PTS 5.3L 8CIL 320HP AUT
CHEVROLET,SUBURBAN,5PTS 5.3L 8CIL 320HP AUT
CHEVROLET,SUBURBAN,LS 4X2 5PTAS 5.3L 8CIL 355HP AUT
CHEVROLET,SUBURBAN,LS 4X2 5PTS 5.3L 8CIL 355HP AUT
CHEVROLET,SUBURBAN,LT 4X2 5PTAS 5.3L 8CIL 355HP AUT
CHEVROLET,SUBURBAN,LT 4X2 5PTS 5.3L 8CIL 355HP AUT
CHEVROLET,SUBURBAN,LTZ 4X4 5PTS 5.3L 8CIL 355HP AUT
CHEVROLET,SUBURBAN,PREMIER 4X4 5PTAS 5.3L 8CIL 355HP AUT
CHEVROLET,TAHOE,4X2 5PTS 5.3L 8CIL 320HP AUT
CHEVROLET,TAHOE,4X4 5PTS 5.3L 8CIL 320HP AUT
CHEVROLET,TAHOE,4X4 5PTS 5.3L 8CIL 355HP AUT
CHEVROLET,TAHOE,5PTS 5.3L 8CIL 320HP AUT
CHEVROLET,TAHOE,5PTS 5.3L 8CIL 355HP AUT
CHEVROLET,TAHOE,LS 4X2 5PTAS 5.3L 8CIL 355HP AUT
CHEVROLET,TAHOE,LS 4X2 5PTS 5.3L 8CIL 355HP AUT
CHEVROLET,TAHOE,LT 4X2 5PTAS 5.3L 8CIL 355HP AUT
CHEVROLET,TAHOE,LT 4X2 5PTS 5.3L 8CIL 355HP AUT
CHEVROLET,TAHOE,LTZ 4X4 5PTS 5.3L 8CIL 355HP AUT
CHEVROLET,TAHOE,PREMIER 4X4 5PTAS 5.3L 8CIL 355HP AUT
CHEVROLET,TAHOE,Z71 4X4 5PTAS 5.3L 8CIL 355HP AUT
CHEVROLET,TAHOE,Z71 4X4 5PTS 5.3L 8CIL 355HP AUT
CHEVROLET,TRAVERSE,5PTAS 3.6L 6CIL 281HP AUT
