Model,Version,Transmission,Adjustment
2015,2.0i LTD AWD 5PTS 2.0L 4CIL 148HP CVT,CVT,12.3
2015,2.0i SPORT AWD 5PTS 2.0L 4CIL 148HP CVT,CVT,25.46
2015,2.0i SPORT AWD 5PTS 2.0L 4CIL 148HP MAN,MAN,10.91
2015,2.5i AWD 4PTS 2.5L 4CIL 175HP CVT,CVT,12.72
2015,2.5i AWD 5PTS 2.5L 4CIL 175HP CVT,CVT,11.98
2015,2.5i PREMIUM AWD 4PTS 2.5L 4CIL 175HP CVT,CVT,12.63
2015,2.5i PREMIUM AWD 5PTS 2.5L 4CIL 175HP CVT,CVT,11.9
2015,20 TECH 4PTS 2.0L 4CIL 150HP AUT,AUT,12.61
2015,2PTS 2.0L 4CIL 210HP DSG TURBO,DSG,11.72
2015,2PTS 2.0L 4CIL 210HP MAN TURBO,MAN,11.57
2015,2PTS 3.7L 6CIL 329HP AUT,AUT,8.73
2015,2PTS 5.2L 10CIL 610HP AUT,AUT,6.24
2015,2WD 5PTAS 1.6L 4CIL118HP CVT,CVT,13.87
2015,2WD 5PTAS 1.6L 4CIL118HP MAN,MAN,12.48
2015,2WD 5PTS 3.5L 6CIL 278HP AUT,AUT,8.1
2015,2WD 5PTS 3.5L 6CIL 290HP AUT,AUT,15.96
2015,2WD 5PTS 5.3L 8CIL 355HP AUT (R18),AUT,7.46
2015,2WD 5PTS 5.3L 8CIL 355HP AUT (R20),AUT,7.32
2015,3.6R AWD 4PTS 3.6L 6CIL 256HP CVT,CVT,9.59
2015,3.6R AWD 5PTS 3.6L 6CIL 256HP CVT,CVT,9.36
2015,3/5 PTS 1.2L 4CIL 105HP DSG TURBO,DSG,15.71
2015,3/5 PTS 1.2L 4CIL 105HP MAN TURBO,MAN,15.6
2015,3/5PTS 1.6L 4CIL 105HP DSG,DSG,14.3
2015,3PTS 1.4L 4CIL 122HP MAN FSI TURBO FRONT,MAN,13.28
2015,3PTS 1.4L 4CIL 122HP STRONIC FSI TURBO FRONT,STRONIC,12.25
2015,3PTS 1.4L 4CIL 185HP STRONIC FSI TURBO FRONT,STRONIC,13.34
2015,3PTS 1.8L 4CIL 180HP STRONIC FSI TURBO FRONT,STRONIC,13.59
2015,3PTS 2.0L 4CIL 285HP STRONIC FSI TURBO QUATTRO,STRONIC,9.6
2015,3PTS 2.2L 4CIL 150HP MAN TURBO DIESEL,MAN,10.13
2015,4/5PTS 1.6L 4CIL 120HP MAN,MAN,15.06
2015,4/5PTS 2.0L 4CIL 160HP AUT,AUT,13.05
2015,4/5PTS 2.0L 4CIL 160HP MAN,MAN,12.58
2015,4PTAS 1.4L 4CIL 100HP AUT,AUT,14.5
2015,4PTAS 1.4L 4CIL 100HP MAN,MAN,14.82
2015,4PTAS 2.4L 4CIL 176HP CVT,CVT,10.87
2015,4PTS 1.6L 4CIL 103HP AUT,AUT,11.83
2015,4PTS 1.6L 4CIL 103HP MAN,MAN,12.7
2015,4PTS 1.6L 4CIL 112HP AUT,AUT,11.44
2015,4PTS 1.6L 4CIL 120HP AUT,AUT,15.11
2015,4PTS 1.8L 4CIL 129HP CVT,CVT,13.8
2015,4PTS 1.8L 4CIL 129HP MAN,MAN,12.81
2015,4PTS 1.8L 4CIL 145HP AUT,AUT,11.96
2015,4PTS 1.8L 4CIL 145HP MAN,MAN,11.98
2015,4PTS 2.0L 4CIL 115HP AUT (TIP),TIPTRONIC,10.46
2015,4PTS 2.0L 4CIL 115HP MAN,MAN,11.68
2015,4PTS 2.0L 4CIL 152HP CVT,CVT,12.66
2015,4PTS 2.0L 4CIL 152HP MAN,MAN,12.66
2015,4PTS 2.0L 4CIL 237HP AUT (6F35) TURBO,AUT,11.61
2015,4PTS 2.0L 4CIL 240HP AUT TURBO,AUT,9.7
2015,4PTS 2.0L 4CIL 250HP AUT TURBO,AUT,9.17
2015,4PTS 2.0L 4CIL 260HP AUT TURBO,AUT,10.04
2015,4PTS 2.0L 4CIL 272HP AUT TURBO,AUT,10.16
2015,4PTS 2.4L 4CIL 180HP AUT,AUT,10.28
2015,4PTS 2.4L 4CIL 184HP AUT,AUT,8.72
2015,4PTS 2.4L 4CIL 184HP MAN,MAN,9.47
2015,4PTS 2.5L 4CIL 136HP AUT,AUT,13.26
2015,4PTS 2.5L 4CIL 168HP AUT (6F35),AUT,12.16
2015,4PTS 2.5L 5CIL 170HP TIP,TIPTRONIC,10.65
2015,4PTS 3.5L 6CIL 201HP AUT,AUT,10.61
2015,4PTS 3.5L 6CIL 290HP CVT,CVT,9.1
2015,4PTS 3.5L 6CIL 310HP AUT,AUT,7.69
2015,4PTS 3.5L 6CIL 355HP AUT TURBO,AUT,6.89
2015,4PTS 3.5L 6CIL 365HP AUT,AUT,9.84
2015,4PTS 3.6L 6CIL 280HP DSG,DSG,9.96
2015,4PTS 3.6L 6CIL 318HP AUT,AUT,8.75
2015,4PTS 3.7L 6CIL 300HP AUT,AUT,9.7
2015,4PTS 3.7L 6CIL 327HP AUT,AUT,9.55
2015,4PTS 3.7L 6CIL 330HP AUT,AUT,8.92
2015,4PTS 5.6L 8CIL 420HP AUT,AUT,7.93
2015,4WD 5PTAS 1.6L 4CIL118HP CVT,CVT,13.16
2015,4WD 5PTS 5.3L 8CIL 355HP AUT,AUT,7
2015,4WD 5PTS 6.2L 8CIL 420HP AUT,AUT,6.89
2015,4X2 5PTAS 2.4L 4CIL 163HP AUT,AUT,8.93
2015,4X2 5PTS 2.4L 4CIL 172HP AUT,AUT,9.95
2015,4X2 5PTS 2.5L 4CIL 169HP MCVT,CVT,12.39
2015,4X2 5PTS 3.5L 6CIL 260HP CVT,CVT,9.62
2015,4X2 5PTS 3.5L 6CIL 265HP CVT,CVT,7.77
2015,4X2 5PTS 3.6L 6CIL 290HP AUT,AUT,8.04
2015,4X2 5PTS 5.6L 8CIL 317HP AUT,AUT,5.88
2015,4X2 5PTS 5.7L 8CIL 360HP AUT,AUT,6.73
2015,4X4 5PTAS 2.4L 4CIL 163HP AUT,AUT,8.56
2015,4X4 5PTS 2.5L 4CIL 169HP MCVT,CVT,11.9
2015,4X4 5PTS 3.2L 6CIL 271HP AUT,AUT,8.26
2015,4X4 5PTS 3.5L 6CIL 260HP CVT,CVT,9.53
2015,4X4 5PTS 3.5L 6CIL 265HP CVT,CVT,7.77
2015,4X4 5PTS 5.3L 8CIL 355HP AUT,AUT,7.17
2015,4X4 5PTS 5.6L 8CIL 317HP AUT,AUT,5.8
2015,5PTAS 1.4L 4CIL 100HP AUT,AUT,13.77
2015,5PTAS 1.4L 4CIL 100HP MAN,MAN,13.86
2015,5PTS 1.0L 4CIL 64HP MAN,MAN,13.98
2015,5PTS 1.2L 4CIL 105HP MAN TURBO FSI,MAN,13.16
2015,5PTS 1.2L 4CIL 81HP MAN,MAN,15.26
2015,5PTS 1.3L 4CIL 66HP MAN,MAN,13.5
2015,5PTS 1.4L 4CIL 122HP MAN TURBO,MAN,15.35
2015,5PTS 1.4L 4CIL 138HP AUT TURBO,AUT,22.95
2015,5PTS 1.4L 4CIL 140HP DSG TURBO,DSG,15.97
2015,5PTS 1.4L 4CIL 140HP MAN TURBO,MAN,15.35
2015,5PTS 1.4L 4CIL 160HP DSG TURBO FSI,DSG,10.8
2015,5PTS 1.6L 4CIL 100HP MAN,MAN,11.49
2015,5PTS 1.6L 4CIL 105HP MAN,MAN,14.09
2015,5PTS 1.6L 4CIL 105HP TIP,TIPTRONIC,13.05
2015,5PTS 1.6L 4CIL 106HP AUT,AUT,13.64
2015,5PTS 1.6L 4CIL 106HP MAN,MAN,13.7
2015,5PTS 1.6L 4CIL 109HP CVT,CVT,15.03
2015,5PTS 1.6L 4CIL 109HP MAN,MAN,14.22
2015,5PTS 1.6L 4CIL 188HP CVT TURBO,CVT,12.4
2015,5PTS 1.6L 4CIL 188HP MAN TURBO,MAN,11.56
2015,5PTS 1.8L 4CIL 140HP AUT,AUT,10.54
2015,5PTS 1.8L 4CIL 140HP MAN,MAN,11.06
2015,5PTS 2.0L 4CIL 115HP MAN,MAN,12.18
2015,5PTS 2.0L 4CIL 138HP DSG TURBO DIESEL,DSG,11.52
2015,5PTS 2.0L 4CIL 170HP STRONIC FSI TURBO QUATTRO,STRONIC,10.65
2015,5PTS 2.0L 4CIL 177HP STRONIC QUATTRO TURBO DIESEL,STRONIC,15.05
2015,5PTS 2.0L 4CIL 211HP DSG TURBO FSI,DSG,10.77
2015,5PTS 2.0L 4CIL 211HP STRONIC FSI TURBO QUATTRO,STRONIC,10.66
2015,5PTS 2.0L 4CIL 225HP TIPTRONIC FSI TURBO QUATTRO,TIPTRONIC,10.3
2015,5PTS 2.0L 4CIL 240HP AUT TURBO,AUT,12.05
2015,5PTS 2.4 4CIL 173HP AUT,AUT,9.88
2015,5PTS 2.4L 4CIL 190HP AUT,AUT,7.46
2015,5PTS 2.5L 4CIL 168HP AUT,AUT,11.52
2015,5PTS 2.5L 5CIL 310HP STRONIC FSI TURBO QUATTRO,STRONIC,9.22
2015,5PTS 2WD 2.0L 4CIL 152HP AUT,AUT,10.49
2015,5PTS 2WD 2.0L 4CIL 152HP MAN,MAN,10.18
2015,5PTS 3.0L 6CIL 245HP STRONIC QUATTRO TURBO DIESEL,STRONIC,13.83
2015,5PTS 3.0L 6CIL 245HP TIP TURBO DIESEL TRACCION INTEGRAL,TIPTRONIC,11.64
2015,5PTS 3.0L 6CIL 245HP TIPTRONIC QUATTRO TURBO DIESEL,TIPTRONIC,11.34
2015,5PTS 3.0L 6CIL 272HP TIPTRONIC FSI TURBO QUATTRO,TIPTRONIC,9.05
2015,5PTS 3.0L 6CIL 333HP TIPTRONIC FSI TURBO QUATTRO,TIPTRONIC,7.3
2015,5PTS 3.0L 6CIL 354HP TIPTRONIC FSI TURBO QUATTRO,TIPTRONIC,8.55
2015,5PTS 3.5L 6CIL 280HP AUT,AUT,6.93
2015,5PTS 3.6L 6CIL 281HP AUT,AUT,7.91
2015,5PTS 3.6L 6CIL 283HP AUT,AUT,7.68
2015,5PTS 3.6L 6CIL 300HP TIP TRACCION INTEGRAL,TIPTRONIC,7.83
2015,5PTS 3.6L 6CIL 308HP AUT,AUT,8.02
2015,5PTS 3.7L 6CIL 324HP AUT,AUT,7.63
2015,5PTS 4.2L 8CIL 340HP TIPTRONIC QUATTRO TURBO DIESEL,TIPTRONIC,10.51
2015,5PTS 4.2L 8CIL 360HP TIP 4MOTION,TIPTRONIC,7.55
2015,5PTS 4WD 2.0L 4CIL 152HP AUT,AUT,10.13
2015,5PTS 5.0L 8CIL 390HP AUT,AUT,6.49
2015,5PTS 5.3L 8CIL 355HP AUT,AUT,7.28
2015,A7 (GTI) 5PTS 2.0L 4CIL 220HP DSG TURBO FSI,DSG,11.99
2015,A7 5PTS 1.4L 4CIL 140HP DSG TURBO FSI,DSG,15.53
2015,A7 5PTS 1.4L 4CIL 140HP MAN TURBO FSI,MAN,14.76
2015,ABARTH 3PTS 1.4L 4CIL 160HP MAN TURBO,MAN,13.49
2015,ADVANCE 4PTS 3.5L 6CIL 290HP AUT,AUT,8.49
2015,ADVENTURE 5PTS 1.6L 4CIL 113HP AUT,AUT,11.43
2015,ADVENTURE 5PTS 1.6L 4CIL 113HP MAN,MAN,11.43
2015,AWD 5PTS 2.3L 4CIL 275HP AUT TURBO,AUT,13.3
2015,AWD 5PTS 2.4L 4CIL 190HP AUT,AUT,8
2015,AWD 5PTS 3.6L 6CIL 288HP AUT,AUT,15.28
2015,AWD 5PTS 3.6L 6CIL 308HP AUT,AUT,7.58
2015,AWD 5PTS 3.7L 6CIL 305HP AUT,AUT,6.89
2015,BASE 4PTS 2.0L 4CIL 150HP AUT,AUT,12.61
2015,BERLINA 3/5PTS 1.6L 4CIL 118HP AUT,AUT,10.79
2015,BERLINA 3/5PTS 1.6L 4CIL 118HP MAN,MAN,12.62
2015,BERLINA 3PTS 1.6L 4CIL 197HP MAN,MAN,12.14
2015,BERLINA 5PTS 1.6L 4CIL 118HP MAN,MAN,12.23
2015,BERLINA 5PTS 1.6L 4CIL 161HP AUT TURBO,AUT,9.08
2015,BERLINA RC 5PTS 1.6L 4CIL 197HP MAN TURBO,MAN,11
2015,BLACKLINE 2PTS 3.6L 6CIL 305HP AUT,AUT,8.37
2015,CABRIO 2PTS 1.8L 4CIL 180HP STRONIC FSI TURBO FRONT,STRONIC,13.59
2015,CABRIO 2PTS 2.0 4CIL 225 HP MULTITRONIC FSI TURBO,MULTITRONIC,10.81
2015,CABRIO 2PTS 3.0L 6CIL 272HP STRONIC FSI TURBO QUATTRO,STRONIC,9.07
2015,CARRERA 4S COUPE 2PTS 3.8L 6CIL 400HP MAN TRACCIÓN INTEGRAL,MAN,8.15
2015,CARRERA 4S COUPE 2PTS 3.8L 6CIL 400HP PDK TRACCIÓN INTEGRAL,PDK,9.14
2015,CARRERA CABRIO 2PTS 3.4L 6CIL 350HP MAN,MAN,8.91
2015,CARRERA CABRIO 2PTS 3.4L 6CIL 350HP PDK,PDK,8.91
2015,CARRERA COUPE 2PTS 3.4L 6CIL 350HP MAN,MAN,8.91
2015,CARRERA COUPE 2PTS 3.4L 6CIL 350HP PDK,PDK,8.91
2015,CARRERA S COUPE 2PTS 3.8L 6CIL 400HP MAN,MAN,8.15
2015,CARRERA S COUPE 2PTS 3.8L 6CIL 400HP PDK,PDK,9.14
2015,CC 2PTS 1.6L 4CIL 154HP MAN TURBO,MAN,10.15
2015,CC 2PTS 1.6L 4CIL 161HP AUT TURBO,AUT,9.08
2015,CC COUPE 4PTS 2.0L 4CIL 200HP DSG TURBO FSI,DSG,10.09
2015,CC COUPE 4PTS 3.6L 6CIL 280HP TIP FSI,TIPTRONIC,10.68
2015,CGI 5PTS 1.6L 4CIL 156HP AUT TURBO,MAN,12.61
2015,CGI SPORT 4MATIC 5PTS 2.0L 4CIL 211HP AUT TURBO,AUT,11.7
2015,CHASIS 2PTS 2.0L 4CIL 102HP MAN TURBO DIESEL,MAN,11.34
2015,CHASIS 2PTS 2.0L 4CIL 140HP AUT TURBO DIESEL,AUT,11.52
2015,CHASIS CAB REG 2PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,MAN,9.71
2015,CHASIS RWD 2PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,MAN,9.71
2015,COMBI 3PTS 2.0L 4CIL 102HP MAN TURBO DIESEL,MAN,11.34
2015,COMBI 3PTS 2.0L 4CIL 140HP AUT TURBO DIESEL,AUT,11.52
2015,CONVERTIBLE 2PTS 2.7L 6CIL 265HP MAN,MAN,10.34
2015,CONVERTIBLE 2PTS 2.7L 6CIL 265HP PDK,PDK,10.71
2015,CONVERTIBLE 2PTS 6.2L 8CIL 400HP AUT,AUT,6.93
2015,CONVERTIBLE 2PTS 6.2L 8CIL 455HP AUT,AUT,16.08
2015,CONVERTIBLE 2PTS 6.2L 8CIL 455HP MAN,MAN,8.66
2015,COOL 5PTS 1.5L 4CIL 130HP MAN,MAN,12.4
2015,COUPE 2PTS 1.6L 4CIL 161HP AUT TURBO,AUT,9.32
2015,COUPE 2PTS 1.6L 4CIL 197HP MAN TURBO,MAN,11.01
2015,COUPE 2PTS 2.0L 4CIL 225HP MULTITRONIC FSI TURBO,MULTITRONIC,10.81
2015,COUPE 2PTS 2.0L 4CIL 225HP STRONIC FSI TURBO QUATTRO,STRONIC,9.65
2015,COUPE 2PTS 2.7L 6CIL 275HP MAN,MAN,10.34
2015,COUPE 2PTS 2.7L 6CIL 275HP PDK,PDK,10.71
2015,COUPE 2PTS 3.0L 6CIL 272HP STRONIC FSI TURBO QUATTRO,STRONIC,9.07
2015,COUPE 2PTS 3.0L 6CIL 333HP STRONIC FSI TURBO QUATTRO,STRONIC,9.07
2015,COUPE 2PTS 3.6L 6CIL 323HP AUT,AUT,8.45
2015,COUPE 2PTS 3.7L 6CIL 300HP MAN,MAN,8.8
2015,COUPE 2PTS 4.2L 8CIL 430HP STRONIC QUATTRO,STRONIC,6.64
2015,COUPE 2PTS 4.2L 8CIL 450HP STRONIC QUATTRO,STRONIC,7.41
2015,COUPE 2PTS 5.2L 10CIL 525HP MAN QUATTRO,MAN,6.24
2015,COUPE 2PTS 5.2L 10CIL 525HP STRONIC QUATTRO,STRONIC,6.24
2015,COUPE 2PTS 5.2L 10CIL 550HP MAN QUATTRO,MAN,5.6
2015,COUPE 2PTS 5.2L 10CIL 550HP STRONIC QUATTRO,STRONIC,6.22
2015,COUPE 2PTS 6.2L 8CIL 400HP AUT,AUT,6.93
2015,COUPE 2PTS 6.2L 8CIL 426HP MAN,MAN,7.72
2015,COUPE 2PTS 6.2L 8CIL 455HP AUT,AUT,8.31
2015,COUPE 2PTS 6.2L 8CIL 455HP MAN,MAN,17.32
2015,COUPE 3PTS 1.4L 4CIL 150HP DSG TURBO,DSG,13.65
2015,COUPE 3PTS 3.7L 6CIL 332HP AUT,AUT,8.18
2015,COUPE 3PTS 3.7L 6CIL 332HP MAN,MAN,8.18
2015,COUPE EX 2PTS 1.8L 4CIL 140HP AUT,AUT,10.77
2015,COUPE EX 2PTS 1.8L 4CIL 140HP MAN,MAN,11.05
2015,COUPE HIBRIDO 3PTS 1.5L 4CIL 117HP CVT,CVT,15.9
2015,COUPE Si 2PTS 2.4L 4CIL 202HP MAN,MAN,11.11
2015,CROSS OVER 5PTS 1.6L 4CIL 118HP AUT,AUT,11.49
2015,CROSS OVER 5PTS 1.6L 4CIL 161HP AUT,AUT,9.08
2015,CUPRA 3/5PTS 2.0L 4CIL 265HP DSG TURBO TSI,DSG,11.59
2015,CUPRA 3PTS 1.4L 4CIL 180HP DSG TURBO,DSG,13.97
2015,ES 5PTS 2.4L 4CIL 165HP CVT,CVT,10.53
2015,ESSENCE 5PTS 1.6L 4CIL 115HP MAN,MAN,10.56
2015,ESV 4X4 5PTS 6.2L 8CIL 420HP AUT,AUT,6.64
2015,EX 2WD 5PTS 3.5L 6CIL 253HP AUT,AUT,6.6
2015,EX 5PTS 3.5L 6CIL 250HP AUT,AUT,7.28
2015,EXL 5PTS 3.5L 6CIL 250HP AUT,AUT,7.28
2015,EXL SEDAN 4PTS 3.5L 6CIL 278HP AUT,AUT,8.19
2015,EXLCOUPE 2PTS 3.5L 6CIL 278HP AUT,AUT,8.19
2015,FUN 5PTS 1.5L 4CIL 130HP CVT,CVT,13.37
2015,FUN 5PTS 1.5L 4CIL 130HP MAN,MAN,12.4
2015,FWD 4PTS 3.6L 6CIL 304HP AUT,AUT,8.58
2015,FWD 5PTS 3.6L 6CIL 301HP AUT,AUT,7.95
2015,GP 5PTS 2.0L 4CIL 200HP TIP 4MOTION TURBO FSI,TIPTRONIC,9.04
2015,GP 5PTS 2.0L 4CIL 200HP TIP TURBO FSI,TIPTRONIC,10.08
2015,GS 4PTS 1.6L 4CIL 105HP MAN,MAN,12.96
2015,GS 4PTS 1.6L 4CIL 105HP MAN DH,MAN,12.18
2015,GT 2PTS 5.0L 8CIL 435HP MAN,MAN,8.72
2015,GT 4PTS 2.4L 4CIL 184HP AUT,AUT,8.72
2015,GT3 COUPE 2PTS 3.8L 6CIL 475HP PDK,PDK,7.04
2015,GTS 4PTS 2.4L 4CIL 168HP CVT,CVT,11.19
2015,GTS 5PTS 4.8L 8CIL 420HP TIP TRACCION INTEGRAL,TIPTRONIC,7.2
2015,HATCHBACK 3PTS 1.4L 4CIL 101HP AUT,AUT,12.84
2015,HATCHBACK 3PTS 1.4L 4CIL 101HP MAN,MAN,12.05
2015,HATCHBACK 4S 5PTS 3.0L 6CIL 420HP PDK BITURBO TRACCIÓN INTEGRAL,PDK,8.31
2015,HATCHBACK 5PTS 1.5L 4CIL 102HP AUT,AUT,13.11
2015,HATCHBACK 5PTS 1.5L 4CIL 102HP MAN,MAN,13.58
2015,HATCHBACK 5PTS 1.6L 4CIL 100HP MAN,MAN,13.42
2015,HATCHBACK 5PTS 1.6L 4CIL 101HP AUT (ASG),AUT,13.99
2015,HATCHBACK 5PTS 1.6L 4CIL 101HP MAN,MAN,12.81
2015,HATCHBACK 5PTS 2.0L 4CIL 155HP AUT,AUT,14.79
2015,HATCHBACK 5PTS 2.0L 4CIL 155HP MAN,MAN,14.36
2015,HATCHBACK 5PTS 2.5L 4CIL 188HP AUT,AUT,13.56
2015,HATCHBACK 5PTS 2.5L 4CIL 188HP MAN,MAN,13.59
2015,HATCHBACK 5PTS 3.6L 6CIL 310HP PDK,PDK,8
2015,HATCHBACK GTS 5PTS 4.8L 8CIL 440HP PDK TRACCIÓN INTEGRAL,PDK,7.7
2015,HATCHBACK S 5PTS 3.0L 6CIL 420HP PDK BITURBO,PDK,8.31
2015,HATCHBACK S E-HYBRID 5PTS 3.0L 6CIL 333(+95)HP STIPTRONIC,TIPTRONIC,11.1
2015,HATCHBACK TURBO 5PTS 4.8L 8CIL 520HP PDK TRACCION INTEGRAL,PDK,7.04
2015,HIBRIDA 4X2 5PTS 2.5L 4CIL 172HP CVT,CVT,11.69
2015,HIBRIDA 4X4 5PTS 2.5L 4CIL 172(+58)HP CVT,CVT,11.69
2015,HIBRIDA 5PTS 3.0L 6CIL 333(+46)HP TIP 4MOTION,TIPTRONIC,11.1
2015,HIBRIDO 4PTS 2.0L 4CIL 188HP AUT (CVT),CVT,21.7
2015,HIBRIDO 4PTS 3.5L 6CIL 302HP AUT,AUT,13.81
2015,HIT 5PTS 1.5L 4CIL 130HP CVT,CVT,13.37
2015,LATITUDE 4X2 5PTS 2.4L 4CIL 172HP AUT,AUT,9.56
2015,LIMITED 4X2 5PTS 3.6L 6CIL 290HP AUT,AUT,8.17
2015,LIMITED 4X4 5PTS 3.8L 6CIL 250HP AUT,AUT,7.3
2015,LIMITED 5PTS 2.4L 4CIL 184HP AUT,AUT,9.78
2015,LS 4PTS 1.8L 4CIL 138HP AUT,AUT,10.37
2015,LS 4PTS 1.8L 4CIL 138HP MAN,MAN,11.56
2015,LT 4PTS 1.8L 4CIL 138HP AUT,AUT,20.19
2015,LT 4PTS 2.0L 4CIL 259HP AUT TURBO,AUT,10.5
2015,LT 4PTS 2.5L 4CIL 196HP AUT Piel,AUT,11.84
2015,LT 4PTS 2.5L 4CIL 196HP AUT Tela,AUT,11.84
2015,LTZ 4PTS 1.4L 4CIL 138HP AUT TURBO,AUT,11.71
2015,LTZ 4PTS 2.0L 4CIL 259HP AUT TURBO,AUT,10.5
2015,LTZ 5PTS 1.8L 4CIL 140HP AUT,AUT,10.12
2015,LX 5PTS 3.5L 6CIL 250HP AUT,AUT,7.28
2015,MAXI 5PTS 1.2 4CIL 105HP MAN TURBO FSI,MAN,13.16
2015,MKVI 4PTS 2.0L 4CIL 115HP AUT (TIP),TIPTRONIC,10.98
2015,MKVI 4PTS 2.0L 4CIL 115HP MAN,MAN,11.28
2015,MKVI 4PTS 2.0L 4CIL 140HP DSG TURBO DIESEL,DSG,16.1
2015,MKVI 4PTS 2.5L 5CIL 170HP AUT (TIP),TIPTRONIC,10.65
2015,MKVI 4PTS 2.5L 5CIL 170HP MAN,MAN,10.8
2015,MKVI GLI 4PTS 2.0L 4CIL 210HP DSG TURBO FSI,DSG,12.24
2015,MKVI GLI 4PTS 2.0L 4CIL 210HP MAN TURBO FSI,MAN,12.33
2015,NV350 PANEL 4PTS 2.5L 4CIL 145HP MAN,MAN,13.37
2015,NV350 PANEL 4PTS 2.5L 4CIL 145HP MAN DIESEL,MAN,9.3
2015,NV350 PASAJEROS 4PTS 2.5L 4CIL 145HP MAN,MAN,15.13
2015,NV350 PASAJEROS4PTS 2.5L 4CIL 145HP MAN DIESEL,MAN,9.02
2015,OPEN 2PTS 2.0L 4CIL 158HP AUT,AUT,9.6
2015,PANEL 4PTS 2.0L 4CIL 102HP MAN TURBO DIESEL,MAN,11.34
2015,PANEL 4PTS 2.0L 4CIL 140HP AUT TURBO DIESEL,AUT,11.52
2015,PASAJEROS 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,MAN,9.71
2015,PASAJEROS LARGO 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,MAN,9.71
2015,PREMIUM 4PTS 2.0L 4CIL 150HP AUT,AUT,12.61
2015,R/T 4X2 5PTS 5.7L 8CIL 360HP AUT,AUT,6.81
2015,R/T 5PTS 3.6L 6CIL 283HP AUT,AUT,8.47
2015,RDX 5PTS 3.5L 6CIL 273HP AUT,AUT,7.73
2015,RS 5PTS 1.4L 4CIL 138HP MAN TURBO,MAN,12.72
2015,RUBICON 4X4 3PTS 3.6L 6CIL 285HP AUT,AUT,6.87
2015,S 5PTS 3.0L 6CIL 245HP PDK TURBO DIESEL TRACCIÓN INTEGRAL,PDK,12.92
2015,S 5PTS 3.0L 6CIL 340HP PDK TRACCIÓN INTEGRAL,PDK,7.85
2015,S 5PTS 4.8L 8CIL 400HP TIP TRACCION INTEGRAL,TIPTRONIC,7.2
2015,S CONVERTIBLE 2PTS 3.4L 6CIL 315HP MAN,MAN,8.59
2015,S CONVERTIBLE 2PTS 3.4L 6CIL 315HP PDK,PDK,9.88
2015,S COUPE 2PTS 3.4L 6CIL 325HP MAN,MAN,8.59
2015,S COUPE 2PTS 3.4L 6CIL 325HP PDK,PDK,9.88
2015,SAHARA 4X4 3PTS 3.6L 6CIL 285HP AUT,AUT,7.47
2015,SC 5PTS 1.8L 4CIL 180HP DSG TURBO,DSG,13.29
2015,SEDAN 2.0i AWD 4PTS 2.0L 4CIL 148HP CVT,CVT,13.52
2015,SEDAN 2.0i LTD AWD 4PTS 2.0L 4CIL 148HP CVT,CVT,13.36
2015,SEDAN 2.0i SPORT AWD 4PTS 2.0L 4CIL 148HP CVT,CVT,13.36
2015,SEDAN 4PTAS 1.6L 4CIL 161HP AUT TURBO,AUT,9.74
2015,SEDÁN 4PTS 1.4L 4CIL 140HP STRONIC FSI TURBO COD,STRONIC,14.22
2015,SEDAN 4PTS 1.6L 4CIL 100HP MAN,MAN,13.42
2015,SEDAN 4PTS 1.6L 4CIL 101HP AUT (ASG),AUT,13.99
2015,SEDAN 4PTS 1.6L 4CIL 105HP AUT,AUT,14.46
2015,SEDAN 4PTS 1.6L 4CIL 105HP MAN,MAN,14.65
2015,SEDAN 4PTS 1.6L 4CIL 105HP MAN TURBO DIESEL,MAN,18.64
2015,SEDAN 4PTS 1.6L 4CIL 106HP AUT,AUT,13.7
2015,SEDAN 4PTS 1.6L 4CIL 106HP MAN,MAN,27.77
2015,SEDAN 4PTS 1.6L 4CIL 114HP AUT,AUT,10.39
2015,SEDAN 4PTS 1.6L 4CIL 114HP MAN,MAN,11.42
2015,SEDAN 4PTS 1.8L 4CIL 125HP AUT,AUT,11.2
2015,SEDAN 4PTS 1.8L 4CIL 125HP MAN,MAN,11.04
2015,SEDAN 4PTS 1.8L 4CIL 170HP MULTITRONIC FSI TURBO FRONT,MULTITRONIC,11.67
2015,SEDÁN 4PTS 1.8L 4CIL 180HP STRONIC FSI TURBO,STRONIC,13.59
2015,SEDAN 4PTS 2.0L 4CIL 155HP AUT,AUT,14.89
2015,SEDAN 4PTS 2.0L 4CIL 155HP MAN,MAN,14.68
2015,SEDAN 4PTS 2.0L 4CIL 177HP MULTITRONIC TURBO FRONT DIESEL,MULTITRONIC,17.25
2015,SEDAN 4PTS 2.0L 4CIL 225HP MULTITRONIC TURBO FRONT,MULTITRONIC,11.8
2015,SEDAN 4PTS 2.0L 4CIL 225HP STRONIC TURBO QUATTRO,STRONIC,9.65
2015,SEDÁN 4PTS 2.0L 4CIL 280HP STRONIC FSI TURBO QUATTRO,STRONIC,9.6
2015,SEDAN 4PTS 2.0L 4CIL 285HP STRONIC FSI TURBO QUATTRO,STRONIC,9.6
2015,SEDAN 4PTS 2.0L 4CIL180HP MULTITRONIC FSI TURBO,MULTITRONIC,10.23
